original_tweet,cleaned_tweet,sentiment
Pendaftaran Capres untuk #Pilpres2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? #2019GantiPresiden !!,pendaftaran calon presiden untuk #pilpres2019 saja belum dibuka sampai agustus 2018...yang normatif begini politikus partai demokrasi indonesia perjuangan masih belum paham? #2019gantipresiden !!,negative
Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong URL,sih tolol sudah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya cebong uniform resource locator,negative
dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 :)))',dari dulu kenapa bapak gue kalau ke mantan mantan gue selalu merasa sedih sampai kepikiran dan tidak bisa tidur lohh?!! dan gue merasa jadi anak yang berengsek saja begitu ke laki laki :)))',negative
Cina perusak bangsa!! Usir !! Stuju??,cina perusak bangsa!! usir !! stuju??,negative
#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,#2019gantipresiden secara konstitusional hak setiap rakyat woiii!! . begini nih kalau plonga plongo tapi kelakuan otoriter.,negative
Mari kita wujudkan Pilkada Kota Bengkulu 2018 aman dan damai.; .; .; coki_adem86 98heruâ?¦,mari kita wujudkan pilihan kepala daerah kota bengkulu 2018 aman dan damai.; .; .; coki_adem86 98heru?,negative
"Mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'","mau tanya serius ini sama presiden jokowi======= kenapa yang ada cuma islam nusantara,knp tidak ada kristen nusantara,budha,hindu bahkan kong hucu nusantara???'",negative
KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,korsa: pernyataan moeldoko bukti istana takut dengan kebangkitan umat islam,negative
cowo yang jago drasex mana? sini ngentot sama adek - luvian',cowok yang jago drasex mana? sini ngentot sama adik - luvian',negative
"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'","pengguna kroasia itu kafir tauuu,ngapain belajar sama kapir...udh lupa sama kapling sorga??'",negative
USER USER loh bukan nya mentri suharto ada yg homo?',pengguna pengguna lah bukan nya menteri soeharto ada yang homo?',negative
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',gue tau lah bukan yang dulu yang masih culun dan takut semua orang pasti akan berubah perlahan lahan entah itu baik / buruk :)',negative
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',pada perang salib dulu itu kerajaan di afrika terbagi dua yakni babilonia pemeluk kristen dan tobaco pemeluk islam',negative
"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'","kejar setoran memang cukup bangsad, mana rupiah turun '",negative
"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;","semoga ini ada tindak lanjutnya!; ; pelaporan terhadap ?penista agama? adek armando akan dilakukan langsung oleh ketua umum front pembela islam kh. shobri lubis ke badan reserse kriminal markas besar polri, gambir, jakarta pusat pada selasa (10/4) pukul 13.00 wib.; #perhaps user;",negative
USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bangke.. hajar!!!!',negative
USER USER USER .\nOnta mati klo kebanyakan Minum',pengguna pengguna pengguna . onta mati kalau kebanyakan minum',negative
URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,uniform resource locator ahok tng mereka terus was-was hidupnya pengguna pengguna pengguna pengguna pengguna pengguna pengguna,negative
Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,itu baru di sul teng.. !!!; ini ekses akibat tersandera hutang cina !!!; #2019gantipresiden; #2019presidenbaru ; #2019tetapjokowiganti,negative
"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'","6. pride (yunani; -hyperphania) keangkuhan/harga diri/kesombongan dikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat mengubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",negative
"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada","aku bertanya tujuan pada hati logikaku yang menjawab tapi hati tak tenang aku bertanya pada logika hatiku sedih ku cari jawaban dalam wasiat yang beliau tinggalkan. dan aku mulai menjadi terasing dan asing di mata manusia. tak apa duhai diri, ada",negative
USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,pengguna tak hanya kurang bertaji nya komisi pemberantasan korupsi era ini...tapi era ini juga komitmen dalam pemberantasan korupsi tidak surat pemberitahuan tahunan di era pak sby....,negative
RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',rt user: admin tolol di partai tolol partai tolol untuk orang tolol',negative
"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL","rt user: ayu ting ting goyang hot dekat raffi ahmad, nagita slavina: kampungan, norak uniform resource locator",negative
Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,video tentang tenaga kerja asing dibuat oleh malaysia tapi mengutip pernyataan saya di pengguna,negative
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,ppp: jangan buru-buru tolak wacana pilihan kepala daerah lewat dewan perwakilan rakyat daerah,negative
"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'","random pagi pagi ada bapak bapak menyamper ke meja kerja terus bertanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya"" ingin ku jawab pakai air wudhu tapi ku kristen.'",negative
USER USER KO GUA KAMPRET',pengguna pengguna kok gue kampret',negative
Memek lonte pengen disodok kontol gede',memek lonte ingin disodok kontol gede',negative
Jokowi aja yg mundur. USER tutup. URL,jokowi saja yang mundur. pengguna tutup. uniform resource locator,negative
"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'","pengguna berbicara apa itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. broo'",negative
USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',pengguna ada amin rasis. ada amat dani ada ratna sih paiiit. ada sih onta. ada sih lobang anus. jadi jangan takut oi wo.. kehabisan obat penenang yh.',negative
USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',pengguna tunggu komando imam bejat cabul pengguna . tai bir apa apa bawa ulama... dasar banj sempak',negative
Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',kabinet berantakan pemecah belah persatuan hanya ada di rezim ini',negative
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'","dih! mengakui lebih pintar dari orang politik, mengaca dulu oi tampang kamu saja kakak orang bego!!! pengguna ckakakakak'",negative
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'","#pdiperjuanganmenang dengan menekan perusahaan tambang dengan target proyek yang impossible, lalu dilelang murah pada antek cina. ntb contoh kasus. partai demokrasi indonesia perjuangan mau menang? dasar bajingan'",negative
USER USER ga caya sama mulut buaya mu bwang',pengguna pengguna tidak percaya sama mulut buaya mu bwang',negative
"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan","2019, jika susilo bambang yudhoyono + prabowo menyatu melawan mega + jokowi , maka peristiwa 2004 akan terulang dimana partai demokrasi indonesia perjuangan yang incumbent dikalahkan mutlak oleh sby. ; ; tetapi jika jkw+mega+sby melawan prabowo, mk pemilihan presiden selesai sudah. ; ; jika 3 poros di pilpres, mk salah satu lawan",negative
RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,rt pengguna pengguna jangan kayak banci kaleng kamu gatot sering buat gaduh gentleman lah mundur siap bersaing di pemilihan presiden 2019 melawan jokowi,negative
bebal...,bebal...,negative
"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'","5. yang terakhir karena indonesia negara dengan populasi muslim terbesar di dunia, yang mana islam saat ini merupakan musuh barat &amp; komunis karena dapat menghambat agenda dan kepentingan mereka.(obviously)'",negative
USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',pengguna pengguna umuh &gt; persib persib kunyuk!!!! ',negative
USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,pengguna pengguna buat film muslim pilih ahok mati enggak di sholatin......; dijamin laris ......,negative
"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'","tapi banu banu yahudi itu tentu beda dengan banu banu kristen syriac. salah satu perbedaan ada banu yahudi tetap pakai ""eloah/ elohim/ yahwe/"" sedangkan suriah sudah pakai ""alah/ allah""'",negative
USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',pengguna eh kenapa muka merah merah tu? tak dapat cendol ke? bukan lah setan cuaca sekarang nih panas.',negative
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. sebenarnya itu media menumpahkan sakit hati katak dan cebong. *ehe,negative
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan","giat bhayangkara pembina keamanan dan ketertiban masyarakat brigadir polisi manajemen berbasis sekolah sihombing pada hari ini, rabu 11 april 2018 melaksanakan sambang desa dan tatap muka sekaligus memantau keamanan dan ketertiban masyarakat menuju pilihan kepala daerah 2018 di desa lobusiregar i, tepatnya di rumah rudi panjaitan, helman siahaan dan hotman siahaan",negative
Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,sayang banget ya melihat perempuan kayak gini... tidak ada status apa apa tetapi sudah menempel sama laki-laki sana sini. haduh.... nagita slavina blak-blakan sebut ayu ting ting kampungan viva uniform resource locator,negative
USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',pengguna jangan lupa juga kang.... umat katolik dan minoritas lainnya diperhatika. gubernur untuk semua golongan bukan satu golongan.',negative
USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',pengguna pengguna pengguna pengguna kan saya bukan cebong sudah dibilangi dari kemarin masih mengeyel situ memaksa saya jadi cebong?',negative
"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'","pengguna kelemahan gerindra itu ada di orang ini,...prabowo turun elektabilitasnya karena congor fadli zon surat pemberitahuan tahunan durno'",negative
"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?","selamat hari kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ??",negative
"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'","foto memang bisu ,tpi memiliki banyak arti yang susah diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",negative
USER wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,pengguna wkwk aku sudah mengalaminya setibanya muncul grub wa a.n bani abdi hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \,negative
"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,","ayah pres badar dan nuqaba paling boekkk???, dia nih hebat dalam bidang agama, x takut natural killer tegur member sndiri, dan selalu buat lawak hambar (yg paling aku ingat sampai sekarang lawak dia kalau orang cukup jom gerak sekarang dia akan gerakan badan dia yang chubby tu)???,",negative
â??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razakâ?? - DS USER #MalaysiaMemilih #HogohUndi,??seorang anak pekan telah mengilhamkan dasar ekonomi baru (deb) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. beliau adalah allah ya rahman tun abdul razak?? - ds pengguna #malaysiamemilih #hogohundi,negative
"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;","pengguna pengguna haha sialaaan nih sih user,; ; ternyata kalau lagi laper, ; presiden juga mau disikat sama doi?????; ;",negative
"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'","pengguna pengguna pengguna mau menasihati kali supaya tidak ugal ugalan nih rezim.. eh tapi ini negeri sudah keburu ancor..nah sekarang saja ekonomi moral marit,, kacaoooooo!!'",negative
"USER aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'","pengguna alah silit kebeler,. kenapa dikasianin,., orang makin sayang saya pak,., setelah kasus media sosial gue baru sadar beberapa hal di satu instansi kemarin.,. tar gue ceritain,., duuuhhh,. '",negative
"USER iya, tdi cacad'","pengguna iya, tadi cacad'",negative
"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #","pengguna tahun 2019 rakyat makan aspal dan beton; ini adalah solusi jitu mengurangi kemiskinan; ; keahlian cebong hanya 1, tukang tipu !!!; cebong adalah gitu, goblok enggak ketulungan. plonga plongo mengakibatkan optimisme berlebihan; ; #2019gantipresiden #",negative
"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""","pengguna aku pernah sempat baca tentang harun yahya ini yang 'membelot' ke kubu yahudi dengan freemason nya...kdg suka tidak percaya...""",negative
